Lat (degree),Lon (degree),120ka,119ka,118ka,117ka,116ka,115ka,114ka,113ka,112ka,111ka,110ka,109ka,108ka,107ka,106ka,105ka,104ka,103ka,102ka,101ka,100ka,99ka,98ka,97ka,96ka,95ka,94ka,93ka,92ka,91ka,90ka,89ka,88ka,87ka,86ka,85ka,84ka,83ka,82ka,81ka,80ka,79ka,78ka,77ka,76ka,75ka,74ka,73ka,72ka,71ka,70ka,69ka,68ka,67ka,66ka,65ka,64ka,63ka,62ka,61ka,60ka,59ka,58ka,57ka,56ka,55ka,54ka,53ka,52ka,51ka,50ka,49ka,48ka,47ka,46ka,45ka,44ka,43ka,42ka,41ka,40ka,39ka,38ka,37ka,36ka,35ka,34ka,33ka,32ka,31ka,30ka,29ka,28ka,27ka,26ka,25ka,24ka,23ka,22ka,21ka,20ka,19ka,18ka,17ka,16ka,15ka,14ka,13ka,12ka,11ka,10ka,9ka,8ka,7ka,6ka,5ka,4ka,3ka,2ka,1ka,0ka
-18.5,147.5,0.63,0.6,0.59,0.58,0.58,0.58,0.56,0.56,0.54,0.54,0.53,0.54,0.51,0.5,0.5,0.5,0.5,0.53,0.55,0.55,0.58,0.6,0.6,0.61,0.59,0.59,0.6,0.59,0.59,0.57,0.59,0.58,0.58,0.55,0.57,0.55,0.53,0.54,0.52,0.5,0.54,0.55,0.55,0.55,0.56,0.55,0.56,0.57,0.57,0.58,0.58,0.58,0.57,0.58,0.58,0.57,0.58,0.56,0.55,0.57,0.53,0.55,0.56,0.54,0.56,0.57,0.56,0.57,0.58,0.58,0.59,0.62,0.62,0.61,0.61,0.61,0.59,0.59,0.6,0.58,0.6,0.59,0.56,0.56,0.55,0.55,0.53,0.54,0.54,0.53,0.54,0.54,0.56,0.58,0.59,0.6,0.6,0.6,0.61,0.6,0.59,0.6,0.6,0.6,0.57,0.56,0.58,0.56,0.57,0.58,0.59,0.55,0.56,0.57,0.58,0.58,0.61,0.57,0.59,0.59,0.5
-19.5,147.5,0.61,0.58,0.56,0.55,0.55,0.55,0.53,0.53,0.51,0.51,0.5,0.51,0.47,0.45,0.46,0.45,0.45,0.49,0.51,0.51,0.55,0.57,0.57,0.58,0.56,0.56,0.57,0.58,0.57,0.55,0.56,0.55,0.55,0.52,0.53,0.51,0.48,0.49,0.48,0.45,0.49,0.51,0.51,0.51,0.52,0.51,0.53,0.54,0.54,0.56,0.56,0.55,0.54,0.55,0.55,0.53,0.55,0.52,0.51,0.54,0.49,0.51,0.53,0.5,0.53,0.53,0.53,0.54,0.55,0.55,0.57,0.6,0.59,0.59,0.59,0.58,0.56,0.56,0.58,0.55,0.57,0.55,0.52,0.53,0.51,0.51,0.49,0.5,0.51,0.49,0.5,0.5,0.52,0.55,0.55,0.57,0.57,0.56,0.59,0.58,0.57,0.57,0.57,0.57,0.53,0.52,0.54,0.52,0.53,0.54,0.55,0.51,0.52,0.53,0.55,0.55,0.59,0.54,0.57,0.56,0.45
-20.5,147.5,0.57,0.55,0.53,0.52,0.52,0.52,0.5,0.5,0.47,0.48,0.46,0.47,0.44,0.42,0.42,0.41,0.41,0.45,0.46,0.47,0.51,0.53,0.54,0.55,0.54,0.54,0.55,0.56,0.56,0.53,0.54,0.53,0.53,0.48,0.49,0.48,0.45,0.45,0.44,0.41,0.45,0.47,0.47,0.47,0.48,0.47,0.49,0.5,0.5,0.52,0.52,0.52,0.51,0.52,0.52,0.5,0.51,0.49,0.47,0.5,0.45,0.47,0.49,0.46,0.49,0.5,0.5,0.5,0.52,0.52,0.54,0.57,0.57,0.56,0.56,0.56,0.53,0.54,0.55,0.52,0.54,0.52,0.48,0.49,0.48,0.48,0.46,0.47,0.47,0.46,0.46,0.46,0.48,0.51,0.51,0.53,0.54,0.53,0.55,0.54,0.54,0.54,0.54,0.54,0.5,0.49,0.51,0.48,0.49,0.49,0.51,0.46,0.48,0.48,0.51,0.51,0.55,0.5,0.53,0.52,0.41
-21.5,147.5,0.53,0.5,0.49,0.48,0.47,0.48,0.46,0.46,0.43,0.44,0.43,0.44,0.41,0.39,0.39,0.38,0.38,0.41,0.42,0.43,0.47,0.49,0.5,0.51,0.51,0.51,0.53,0.54,0.53,0.51,0.52,0.51,0.5,0.46,0.46,0.44,0.41,0.42,0.4,0.37,0.41,0.43,0.43,0.44,0.44,0.43,0.45,0.47,0.47,0.49,0.49,0.49,0.48,0.49,0.48,0.46,0.48,0.45,0.44,0.46,0.42,0.44,0.45,0.42,0.46,0.47,0.46,0.47,0.49,0.49,0.51,0.55,0.54,0.54,0.54,0.53,0.5,0.51,0.52,0.49,0.51,0.49,0.45,0.46,0.44,0.44,0.43,0.44,0.44,0.42,0.42,0.43,0.44,0.47,0.47,0.5,0.5,0.49,0.52,0.51,0.51,0.5,0.51,0.5,0.47,0.45,0.47,0.44,0.45,0.45,0.47,0.42,0.44,0.44,0.46,0.46,0.5,0.46,0.48,0.48,0.37
-22.5,147.5,0.48,0.45,0.44,0.43,0.43,0.43,0.42,0.42,0.4,0.41,0.39,0.4,0.38,0.36,0.36,0.35,0.34,0.37,0.38,0.39,0.43,0.45,0.46,0.47,0.47,0.48,0.5,0.52,0.51,0.49,0.49,0.48,0.47,0.43,0.43,0.41,0.38,0.38,0.37,0.33,0.37,0.39,0.39,0.4,0.4,0.39,0.41,0.43,0.43,0.45,0.45,0.45,0.45,0.46,0.45,0.43,0.44,0.42,0.4,0.43,0.38,0.41,0.41,0.39,0.42,0.43,0.43,0.44,0.46,0.46,0.47,0.51,0.52,0.51,0.51,0.5,0.47,0.48,0.49,0.45,0.48,0.46,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.4,0.43,0.43,0.46,0.46,0.45,0.48,0.47,0.48,0.47,0.48,0.47,0.44,0.42,0.43,0.4,0.41,0.4,0.42,0.38,0.4,0.39,0.41,0.41,0.45,0.42,0.43,0.43,0.33
-23.5,147.5,0.42,0.4,0.39,0.38,0.38,0.39,0.37,0.38,0.36,0.37,0.36,0.37,0.35,0.33,0.33,0.32,0.31,0.34,0.34,0.35,0.39,0.41,0.42,0.43,0.44,0.44,0.47,0.49,0.49,0.47,0.47,0.46,0.45,0.4,0.4,0.38,0.35,0.35,0.33,0.3,0.34,0.35,0.35,0.36,0.36,0.35,0.37,0.39,0.39,0.41,0.41,0.42,0.41,0.42,0.41,0.39,0.41,0.39,0.36,0.39,0.35,0.38,0.38,0.35,0.39,0.4,0.4,0.41,0.42,0.42,0.44,0.48,0.49,0.48,0.48,0.47,0.44,0.45,0.45,0.42,0.44,0.43,0.38,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.35,0.35,0.36,0.39,0.39,0.42,0.42,0.41,0.44,0.44,0.44,0.43,0.44,0.43,0.41,0.39,0.4,0.37,0.38,0.36,0.37,0.34,0.35,0.34,0.36,0.36,0.4,0.37,0.38,0.37,0.3
-24.5,147.5,0.37,0.36,0.34,0.34,0.33,0.35,0.34,0.34,0.32,0.34,0.32,0.33,0.32,0.31,0.3,0.29,0.29,0.31,0.3,0.31,0.36,0.37,0.38,0.39,0.4,0.41,0.44,0.46,0.46,0.44,0.44,0.43,0.42,0.38,0.37,0.35,0.33,0.32,0.3,0.27,0.3,0.32,0.31,0.33,0.32,0.32,0.33,0.35,0.35,0.37,0.37,0.38,0.38,0.39,0.38,0.36,0.38,0.36,0.33,0.35,0.32,0.35,0.34,0.32,0.35,0.37,0.36,0.37,0.39,0.39,0.4,0.45,0.45,0.45,0.45,0.44,0.41,0.42,0.42,0.39,0.41,0.4,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.33,0.36,0.35,0.38,0.39,0.37,0.4,0.4,0.41,0.4,0.41,0.4,0.38,0.36,0.36,0.34,0.34,0.32,0.33,0.3,0.31,0.29,0.32,0.31,0.35,0.32,0.33,0.32,0.27
-25.5,147.5,0.33,0.32,0.3,0.3,0.3,0.31,0.3,0.3,0.29,0.31,0.3,0.31,0.3,0.29,0.28,0.27,0.26,0.28,0.27,0.28,0.32,0.33,0.34,0.35,0.37,0.37,0.41,0.43,0.42,0.4,0.41,0.4,0.38,0.35,0.34,0.33,0.3,0.3,0.28,0.24,0.27,0.29,0.28,0.3,0.29,0.29,0.3,0.32,0.32,0.34,0.34,0.35,0.35,0.36,0.35,0.33,0.35,0.33,0.3,0.32,0.3,0.32,0.31,0.29,0.32,0.34,0.33,0.34,0.36,0.35,0.37,0.41,0.41,0.41,0.41,0.41,0.37,0.39,0.38,0.36,0.37,0.36,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.3,0.32,0.32,0.35,0.35,0.34,0.37,0.37,0.37,0.36,0.37,0.36,0.35,0.33,0.33,0.31,0.31,0.28,0.3,0.27,0.28,0.26,0.28,0.27,0.31,0.29,0.29,0.28,0.24
-26.5,147.5,0.29,0.28,0.27,0.27,0.27,0.28,0.28,0.28,0.26,0.28,0.27,0.28,0.28,0.27,0.26,0.26,0.25,0.26,0.24,0.25,0.29,0.3,0.31,0.32,0.33,0.34,0.37,0.39,0.38,0.37,0.37,0.37,0.35,0.32,0.31,0.31,0.28,0.28,0.26,0.22,0.25,0.26,0.26,0.27,0.27,0.26,0.27,0.29,0.29,0.31,0.31,0.32,0.32,0.33,0.32,0.31,0.32,0.3,0.28,0.3,0.28,0.29,0.28,0.27,0.29,0.31,0.3,0.31,0.32,0.32,0.33,0.37,0.37,0.37,0.37,0.37,0.34,0.35,0.35,0.32,0.34,0.33,0.29,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.27,0.27,0.28,0.29,0.29,0.31,0.32,0.31,0.33,0.33,0.34,0.33,0.34,0.33,0.32,0.3,0.31,0.28,0.29,0.26,0.27,0.24,0.25,0.23,0.25,0.24,0.27,0.26,0.26,0.25,0.22
-27.5,147.5,0.27,0.26,0.24,0.25,0.25,0.26,0.25,0.25,0.24,0.26,0.26,0.26,0.27,0.26,0.25,0.24,0.23,0.24,0.22,0.23,0.26,0.27,0.28,0.29,0.3,0.3,0.33,0.35,0.34,0.33,0.34,0.33,0.32,0.3,0.28,0.28,0.27,0.26,0.24,0.21,0.23,0.24,0.24,0.25,0.25,0.24,0.25,0.27,0.27,0.28,0.28,0.29,0.29,0.3,0.29,0.29,0.3,0.28,0.26,0.27,0.26,0.27,0.26,0.25,0.27,0.28,0.27,0.28,0.29,0.29,0.3,0.33,0.33,0.34,0.33,0.33,0.31,0.32,0.31,0.29,0.31,0.3,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.26,0.27,0.27,0.28,0.29,0.28,0.3,0.3,0.3,0.29,0.3,0.3,0.29,0.28,0.28,0.26,0.27,0.24,0.25,0.23,0.23,0.21,0.22,0.22,0.25,0.23,0.24,0.22,0.21
-28.5,147.5,0.24,0.24,0.22,0.23,0.23,0.24,0.23,0.23,0.23,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.21,0.21,0.23,0.24,0.25,0.26,0.27,0.27,0.3,0.31,0.31,0.29,0.3,0.3,0.28,0.27,0.26,0.27,0.25,0.24,0.23,0.2,0.22,0.22,0.22,0.23,0.23,0.23,0.23,0.25,0.25,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.28,0.26,0.24,0.25,0.24,0.25,0.24,0.23,0.24,0.25,0.25,0.25,0.26,0.26,0.26,0.29,0.29,0.3,0.29,0.29,0.28,0.29,0.28,0.27,0.28,0.27,0.24,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.24,0.25,0.25,0.26,0.26,0.26,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.22,0.23,0.21,0.21,0.19,0.2,0.2,0.22,0.21,0.22,0.2,0.19
-29.5,147.5,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.19,0.22,0.22,0.23,0.23,0.24,0.24,0.27,0.28,0.27,0.26,0.27,0.27,0.26,0.25,0.24,0.25,0.24,0.23,0.22,0.19,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.24,0.23,0.24,0.24,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.23,0.23,0.24,0.26,0.26,0.27,0.26,0.26,0.25,0.26,0.25,0.24,0.25,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.24,0.24,0.25,0.24,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.21,0.21,0.2,0.19,0.18,0.19,0.19,0.21,0.2,0.2,0.19,0.18
-30.5,147.5,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.23,0.23,0.22,0.22,0.21,0.2,0.19,0.19,0.2,0.21,0.21,0.22,0.23,0.23,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.22,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.23,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.19,0.18,0.18,0.18,0.18,0.2,0.19,0.2,0.18,0.18
-31.5,147.5,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.21,0.21,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.21,0.21,0.22,0.22,0.22,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.23,0.23,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.23,0.24,0.22,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.19,0.19,0.18,0.19,0.18,0.2,0.19,0.2,0.19,0.18
-32.5,147.5,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.23,0.23,0.22,0.2,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.24,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.24,0.23,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.2,0.19,0.19,0.2,0.19,0.21,0.21,0.21,0.2,0.19
-33.5,147.5,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.23,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.25,0.23,0.22,0.22,0.22,0.22,0.22,0.23,0.23,0.23,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.22,0.24,0.23,0.24,0.22,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.24,0.23,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.22,0.22,0.23,0.22,0.21
-34.5,147.5,0.26,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.26,0.25,0.25,0.24,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.25,0.24,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.26,0.27,0.27,0.26,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.26,0.25,0.24,0.24,0.25,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.27,0.25,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.25,0.24,0.23
-35.5,147.5,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.27,0.28,0.29,0.27,0.27,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.26,0.27,0.27,0.26,0.27,0.27,0.28,0.26,0.28,0.26,0.25,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.25,0.26,0.26,0.27,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.28,0.27,0.28,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.27,0.27,0.24
-36.5,147.5,0.3,0.3,0.29,0.3,0.3,0.3,0.29,0.3,0.3,0.31,0.29,0.29,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.29,0.29,0.28,0.29,0.29,0.3,0.28,0.3,0.28,0.28,0.27,0.27,0.28,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.29,0.29,0.28,0.28,0.28,0.29,0.28,0.27,0.28,0.28,0.29,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.29,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.29,0.29,0.3,0.29,0.27
-37.5,147.5,0.32,0.32,0.31,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.3,0.3,0.3,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0.32,0.32,0.31,0.32,0.3,0.3,0.3,0.29,0.3,0.3,0.3,0.31,0.3,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.31,0.3,0.3,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.32,0.31,0.3,0.3,0.31,0.31,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.3,0.31,0.32,0.31,0.32,0.32,0.33,0.32,0.32,0.32,0.31,0.3,0.3,0.31,0.31,0.31,0.3,0.3,0.3,0.31,0.3,0.31,0.32,0.32,0.32,0.29
-38.5,147.5,0.34,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.33,0.32,0.32,0.33,0.33,0.33,0.34,0.33,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.32,0.33,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.34,0.33,0.33,0.33,0.34,0.33,0.32,0.33,0.33,0.33,0.32,0.33,0.33,0.33,0.32,0.32,0.33,0.32,0.32,0.32,0.31,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.35,0.35,0.31
-39.5,147.5,0.36,0.36,0.35,0.36,0.36,0.37,0.36,0.36,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.37,0.36,0.36,0.36,0.36,0.35,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.35,0.36,0.36,0.35,0.35,0.35,0.36,0.35,0.35,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.35,0.34,0.34,0.34,0.33,0.34,0.34,0.34,0.35,0.35,0.35,0.36,0.36,0.36,0.37,0.37,0.36,0.35,0.35,0.35,0.36,0.36,0.36,0.35,0.35,0.36,0.36,0.36,0.36,0.37,0.37,0.37,0.33
-40.5,147.5,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.38,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.37,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.36,0.37,0.36,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.37,0.38,0.38,0.39,0.39,0.38,0.37,0.37,0.37,0.38,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.38,0.39,0.39,0.39,0.35
-41.5,147.5,0.38,0.39,0.38,0.39,0.39,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.4,0.4,0.4,0.41,0.4,0.4,0.4,0.39,0.39,0.4,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.37,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.36,0.36,0.37,0.36,0.37,0.37,0.37,0.38,0.39,0.39,0.39,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.4,0.4,0.39,0.39,0.39,0.4,0.39,0.4,0.4,0.4,0.4,0.36
-42.5,147.5,0.39,0.4,0.39,0.4,0.4,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.39,0.39,0.39,0.39,0.4,0.4,0.4,0.4,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.4,0.4,0.41,0.4,0.39,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.4,0.39,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.4,0.4,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.4,0.39,0.39,0.38,0.38,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38,0.39,0.4,0.4,0.41,0.41,0.41,0.4,0.4,0.4,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.42,0.37
-5.5,148.5,1.04,1.03,1.02,1.01,1.02,1.02,1.03,1.03,1.04,1.05,1.05,1.05,1.05,1.05,1.05,1.06,1.05,1.05,1.05,1.04,1.02,1.02,1.01,1,1,1,1,1,1,1,1,1,1,1,1.01,1.01,1.03,1.04,1.05,1.05,1.05,1.04,1.04,1.03,1.03,1.03,1.03,1.02,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.03,1.03,1.02,1.03,1.02,1.01,1,0.99,0.99,1,1,0.97,0.97,0.97,0.98,0.99,0.99,1,1.01,1.01,1.01,1.02,1.02,1.03,1.03,1.03,1.04,1.03,1.03,1.03,1.02,1.02,1.01,1.01,1.01,1,1,1,1,0.99,0.99,0.99,1,1,1.02,1.02,1.02,1.03,1.03,1.03,1.03,1.03,1.04,1.04,1.04,1.04,1.03,1.04,1.04,1.04,0.97
-8.5,148.5,0.95,0.94,0.92,0.92,0.92,0.92,0.93,0.94,0.95,0.96,0.97,0.99,1,1,1.01,1.01,1.01,1.01,1,0.98,0.97,0.96,0.94,0.94,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.95,0.95,0.96,0.97,0.98,0.99,1,1,1,1,0.99,0.98,0.98,0.97,0.97,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.97,0.97,0.95,0.95,0.95,0.96,0.95,0.93,0.93,0.93,0.93,0.94,0.94,0.95,0.95,0.96,0.96,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.97,0.97,0.96,0.95,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.95,0.92
